  -0.15397500   1.34481500   2.25916000 -167.63962992 
  -0.15397500   1.34481500   2.30916000 -167.72882904 
  -0.15397500   1.34481500   2.35916000 -167.78579121 
  -0.15397500   1.34481500   2.40916000 -167.81961686 
  -0.15397500   1.34481500   2.45916000 -167.83691938 
  -0.15397500   1.34481500   2.50916000 -167.84261267 
  -0.15397500   1.34481500   2.55916000 -167.84031884 
  -0.15397500   1.34481500   2.60916000 -167.83271838 
  -0.15397500   1.39481500   2.20916000 -167.30247127 
  -0.15397500   1.39481500   2.25916000 -167.49633241 
  -0.15397500   1.39481500   2.30916000 -167.62871332 
  -0.15397500   1.39481500   2.35916000 -167.71670966 
  -0.15397500   1.39481500   2.40916000 -167.77265977 
  -0.15397500   1.39481500   2.45916000 -167.80555326 
